pair,base_bar,signal_bar,float_pct,tp_pct,sl_pct,initial,final,total_return_pct,trades,wins,losses,win_rate_pct,max_dd_pct,profit_factor,monthly_pct,n_signals
BTC-USDT-SWAP,30m,4H,0.0015,0.008,0.02,300.0,0,-100.0,2693,2016,677,74.861,100.446,0.993,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.0015,0.01,0.005,300.0,0,-100.0,595,231,364,38.824,102.513,0.952,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.0015,0.01,0.008,300.0,0,-100.0,712,350,362,49.157,101.674,0.967,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.0015,0.01,0.01,300.0,0,-100.0,2430,1331,1099,54.774,101.441,0.991,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.0015,0.01,0.015,300.0,0,-100.0,136,83,53,61.029,100.328,0.881,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.0015,0.01,0.02,300.0,0,-100.0,1375,959,416,69.745,100.496,0.988,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.0015,0.015,0.005,300.0,0,-100.0,137,36,101,26.277,101.25,0.832,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.0015,0.015,0.008,300.0,0,-100.0,40,11,29,27.5,105.469,0.59,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.0015,0.015,0.01,300.0,0,-100.0,132,54,78,40.909,101.111,0.881,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.0015,0.015,0.015,300.0,0,-100.0,44,20,24,45.455,102.667,0.729,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.0015,0.015,0.02,300.0,0,-100.0,612,364,248,59.477,101.413,0.978,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.0015,0.02,0.005,300.0,0,-100.0,255,57,198,22.353,102.778,0.912,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.0015,0.02,0.008,300.0,0,-100.0,40,9,31,22.5,105.556,0.613,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.0015,0.02,0.01,300.0,0,-100.0,108,36,72,33.333,104.255,0.864,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.0015,0.02,0.015,300.0,0,-100.0,37,14,23,37.838,101.19,0.723,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.0015,0.02,0.02,300.0,0,-100.0,38,17,21,44.737,108.295,0.732,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.0015,0.03,0.005,300.0,0,-100.0,116,17,99,14.655,100.435,0.83,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.0015,0.03,0.008,300.0,0,-100.0,71,14,57,19.718,103.763,0.791,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.0015,0.03,0.01,300.0,0,-100.0,90,22,68,24.444,104.444,0.853,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.0015,0.03,0.015,300.0,0,-100.0,100,33,67,33.0,107.212,0.893,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.0015,0.03,0.02,300.0,0,-100.0,48,18,30,37.5,103.433,0.829,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.002,0.006,0.005,300.0,2817.0,839.0,4262,2401,1861,56.335,75.733,1.075,34.432,4388
BTC-USDT-SWAP,30m,4H,0.002,0.006,0.008,300.0,7782.0,2494.0,4262,2918,1344,68.466,58.879,1.206,102.353,4388
BTC-USDT-SWAP,30m,4H,0.002,0.006,0.01,300.0,10518.0,3406.0,4262,3143,1119,73.745,42.424,1.277,139.781,4388
BTC-USDT-SWAP,30m,4H,0.002,0.006,0.015,300.0,13767.0,4489.0,4262,3461,801,81.206,66.372,1.35,184.227,4388
BTC-USDT-SWAP,30m,4H,0.002,0.006,0.02,300.0,13218.0,4306.0,4262,3608,654,84.655,44.0,1.314,176.717,4388
BTC-USDT-SWAP,30m,4H,0.002,0.008,0.005,300.0,0,-100.0,719,324,395,45.063,100.885,0.957,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.002,0.008,0.008,300.0,0,-100.0,721,399,322,55.34,101.235,0.964,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.002,0.008,0.01,300.0,5238.0,1646.0,4262,2696,1566,63.257,82.594,1.096,67.551,4388
BTC-USDT-SWAP,30m,4H,0.002,0.008,0.015,300.0,0,-100.0,48,29,19,60.417,100.909,0.668,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.002,0.008,0.02,300.0,5970.0,1890.0,4262,3264,998,76.584,85.129,1.09,77.565,4388
BTC-USDT-SWAP,30m,4H,0.002,0.01,0.005,300.0,0,-100.0,627,244,383,38.915,100.781,0.956,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.002,0.01,0.008,300.0,0,-100.0,702,345,357,49.145,101.774,0.966,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.002,0.01,0.01,300.0,0,-100.0,721,391,330,54.23,101.705,0.969,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.002,0.01,0.015,300.0,0,-100.0,136,83,53,61.029,100.357,0.881,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.002,0.01,0.02,300.0,0,-100.0,2674,1868,806,69.858,101.325,0.993,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.002,0.015,0.005,300.0,0,-100.0,347,99,248,28.53,101.064,0.931,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.002,0.015,0.008,300.0,0,-100.0,132,47,85,35.606,104.023,0.86,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.002,0.015,0.01,300.0,0,-100.0,135,55,80,40.741,105.0,0.875,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.002,0.015,0.015,300.0,0,-100.0,44,20,24,45.455,102.667,0.729,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.002,0.015,0.02,300.0,0,-100.0,687,409,278,59.534,101.286,0.981,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.002,0.02,0.005,300.0,0,-100.0,117,24,93,20.513,101.111,0.817,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.002,0.02,0.008,300.0,0,-100.0,49,12,37,24.49,102.907,0.685,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.002,0.02,0.01,300.0,0,-100.0,64,20,44,31.25,102.128,0.785,-4.104,4388
