pair,mode,signal_bar,float_pct,tp_pct,sl_pct,confirm,min_amp,max_amp,initial,final,total_return_pct,trades,wins,losses,win_rate_pct,max_dd_pct,profit_factor,monthly_pct,n_signals,y2024_end,y2024_pnl_pct,y2025_end,y2025_pnl_pct,y2026_end,y2026_pnl_pct
BTC-USDT-SWAP,reversal,4H,0.002,0.02,0.02,1,0.0,10.0,148.0,0.0,-100.0,2039,784,1255,38.45,100.0,0.683,-4.104,4388,0.04,-99.97,0.0,-100.0,0.0,-100.0
BTC-USDT-SWAP,reversal,4H,0.002,0.02,0.025,1,0.0,10.0,148.0,0.0,-100.0,2039,788,1251,38.65,100.0,0.677,-4.104,4388,0.02,-99.99,0.0,-100.0,0.0,-100.0
BTC-USDT-SWAP,reversal,4H,0.002,0.02,0.03,1,0.0,10.0,148.0,0.0,-100.0,2039,790,1249,38.74,100.0,0.671,-4.104,4388,0.02,-99.98,0.0,-100.0,0.0,-100.0
BTC-USDT-SWAP,reversal,4H,0.002,0.03,0.01,1,0.0,10.0,148.0,0.0,-100.0,2039,730,1309,35.8,100.0,0.672,-4.104,4388,0.08,-99.95,0.0,-100.0,0.0,-100.0
BTC-USDT-SWAP,reversal,4H,0.002,0.03,0.015,1,0.0,10.0,148.0,0.0,-100.0,2039,766,1273,37.57,100.0,0.682,-4.104,4388,0.05,-99.97,0.0,-100.0,0.0,-100.0
BTC-USDT-SWAP,reversal,4H,0.002,0.03,0.02,1,0.0,10.0,148.0,0.0,-100.0,2039,778,1261,38.16,100.0,0.686,-4.104,4388,0.07,-99.95,0.0,-100.0,0.0,-100.0
BTC-USDT-SWAP,reversal,4H,0.002,0.03,0.025,1,0.0,10.0,148.0,0.0,-100.0,2039,782,1257,38.35,100.0,0.677,-4.104,4388,0.03,-99.98,0.0,-100.0,0.0,-100.0
BTC-USDT-SWAP,reversal,4H,0.002,0.03,0.03,1,0.0,10.0,148.0,0.0,-100.0,2039,784,1255,38.45,100.0,0.672,-4.104,4388,0.04,-99.97,0.0,-100.0,0.0,-100.0
BTC-USDT-SWAP,reversal,4H,0.003,0.006,0.01,1,0.0,10.0,148.0,0.06,-99.96,1734,1043,691,60.15,99.98,0.935,-4.102,4388,84.66,-42.8,0.25,-99.71,0.06,-74.11
BTC-USDT-SWAP,reversal,4H,0.003,0.006,0.015,1,0.0,10.0,148.0,0.34,-99.77,1734,1076,658,62.05,99.98,0.982,-4.095,4388,245.91,66.16,0.66,-99.73,0.34,-48.08
