timestamp,open,high,low,close,volume,volume_ccy,volume_ccy_quote,confirm
1718683200000,3441.87,3463.5,3370.94,3423.66,10109848,1010984.8,3453206036.6381,1
1718726400000,3424.32,3573,3385.53,3565.24,9193976.4,919397.64,3194119314.54,1
1718769600000,3565.25,3585,3512.98,3529.39,6745965.1,674596.51,2390084401.152,1
1718812800000,3529.39,3594.94,3523.16,3553.65,6286204.6,628620.46,2236830674.5623,1
1718856000000,3553.64,3626,3491.55,3506.51,11527114.1,1152711.41,4112639217.6262,1
1718899200000,3506.5,3542.12,3486.5,3501.87,4988443.9,498844.39,1752935518.0246,1
1718942400000,3501.87,3532.89,3446.5,3492.61,10516087.6,1051608.76,3672355351.5466,1
1718985600000,3492.83,3547.56,3470.95,3506.73,4401072.8,440107.28,1543295710.6758,1
1719028800000,3506.73,3511.46,3476.07,3505.2,2996178.1,299617.81,1047428599.8763,1
1719072000000,3505.2,3518.88,3485.55,3518.88,2022620.5,202262.05,708412144.4316,1
1719115200000,3518.87,3521.66,3472.06,3475.64,3157023,315702.3,1103839660.841,1
1719158400000,3475.64,3483.56,3386.64,3403.26,6050269.4,605026.94,2075909679.8101,1
1719201600000,3403.27,3414.61,3210.04,3281.31,15828401.7,1582840.17,5266667556.4374,1
1719244800000,3281.31,3386.38,3242.07,3371.22,11523171.1,1152317.11,3813118136.7228,1
1719288000000,3371.22,3425.27,3345.77,3418.88,7313255.9,731325.59,2474616103.2984,1
1719331200000,3418.89,3429.93,3381.28,3395.31,4583085.8,458308.58,1560195910.6377,1
1719374400000,3395.31,3406.63,3346.56,3362,5177508.1,517750.81,1749528999.4162,1
1719417600000,3361.99,3418,3325.54,3383.68,5636410.5,563641.05,1900561614.8079,1
1719460800000,3383.68,3477.93,3366.02,3452.38,8044742.2,804474.22,2755503427.7946,1
1719504000000,3452.38,3489.27,3436,3459.68,4526973.2,452697.32,1565843154.3536,1
1719547200000,3459.68,3476.2,3403.66,3413.61,7337066.5,733706.65,2523955896.5204,1
1719590400000,3413.61,3417.36,3366.6,3386.15,4879833.7,487983.37,1653283524.7393,1
1719633600000,3386.15,3409,3381.21,3394.56,2509164.2,250916.42,851504982.9637,1
1719676800000,3394.55,3396.71,3353.01,3371.88,2749716.1,274971.61,928201049.6324,1
1719720000000,3371.88,3404.65,3358.67,3399.92,3611320.8,361132.08,1223840292.2071,1
1719763200000,3399.92,3524.12,3390.85,3498.09,6757494.6,675749.46,2339884632.7252,1
1719806400000,3498.09,3499.4,3451.66,3474.33,5594083.6,559408.36,1944002780.0275,1
1719849600000,3474.32,3499.76,3422,3457.33,4487783.2,448778.32,1552562150.0987,1
1719892800000,3457.34,3464.49,3401.43,3416.56,5943928.8,594392.88,2042088432.2699,1
1719936000000,3416.55,3434.38,3330.03,3360.94,5696451.8,569645.18,1931174386.0833,1
1719979200000,3360.93,3373,3275.06,3304.54,9643222.7,964322.27,3200887132.3384,1
1720022400000,3304.37,3322.5,3150.39,3242.91,11285947.4,1128594.74,3674443005.774,1
1720065600000,3242.92,3246.69,3087.54,3138.47,16204935,1620493.5,5105931623.5418,1
1720108800000,3138.47,3169.96,2868,2921.03,17236689.6,1723668.96,5221212109.8954,1
1720152000000,2920.92,3006.3,2803.48,2991.79,22544694.7,2254469.47,6554925710.57,1
1720195200000,2991.8,3027.76,2954.22,2980.69,6567821,656782.1,1958847252.2057,1
1720238400000,2980.69,3031,2962.01,3019.95,4950492,495049.2,1485842037.663,1
1720281600000,3019.94,3082.74,3015.16,3051.38,4924880.5,492488.05,1504313253.4874,1
1720324800000,3051.38,3051.38,2955.07,2971.25,6419984,641998.4,1925981646.882,1
1720368000000,2971.25,3010.31,2822.06,2879.42,11048234.9,1104823.49,3214333250.4891,1
1720411200000,2879.43,3098.73,2875.04,2969.29,19675782.1,1967578.21,5890428346.9069,1
1720454400000,2969.11,3077,2944.08,3064.01,7842153.2,784215.32,2365916129.4463,1
1720497600000,3064.02,3116.14,3036.06,3067.66,10084402.2,1008440.22,3100356367.9171,1
1720540800000,3067.66,3089.8,3023.92,3080.16,5443068.6,544306.86,1666286320.7587,1
1720584000000,3080.04,3131.5,3077.13,3122.8,9217925.4,921792.54,2860965303.1149,1
1720627200000,3122.8,3152.59,3053.61,3077.05,6312274.3,631227.43,1960524143.5859,1
1720670400000,3077,3216.66,3074,3118.61,11389910,1138991,3587076670.9486,1
1720713600000,3118.61,3148.99,3055.14,3086.1,5786788.5,578678.85,1796604278.814,1
1720756800000,3086.1,3142,3046.02,3131.11,8153427.1,815342.71,2518429575.9055,1
1720800000000,3131.11,3158,3090,3120.59,4249180.7,424918.07,1329279215.928,1
1720843200000,3120.59,3172.92,3113.2,3155.01,4466480.3,446648.03,1405596837.7995,1
1720886400000,3155,3202.63,3143,3172.38,3452089.9,345208.99,1095879386.8923,1
1720929600000,3172.38,3227.77,3171.36,3190.7,5225936.3,522593.63,1671595246.4748,1
1720972800000,3190.7,3343,3183.35,3328.98,7602022.1,760202.21,2487198414.7965,1
1721016000000,3328.97,3395.77,3320.64,3368.01,7567014.4,756701.44,2536984697.2029,1
1721059200000,3368.01,3500,3358.02,3470.2,9334043,933404.3,3206180392.6895,1
1721102400000,3470.2,3486.25,3345.76,3477.29,12772544,1277254.4,4357545588.5239,1
1721145600000,3477.3,3518.43,3413.77,3480.66,7645653.2,764565.32,2650323292.4677,1
1721188800000,3480.66,3515,3432.14,3437.53,7969268.4,796926.84,2768944499.4302,1
1721232000000,3437.53,3441.99,3376,3431.87,7131402.2,713140.22,2430992840.7106,1
1721275200000,3431.88,3489.68,3384.27,3389.68,7967378.3,796737.83,2740814442.535,1
1721318400000,3389.52,3437.44,3366.97,3429.99,5492501.5,549250.15,1872222126.6293,1
1721361600000,3429.99,3475.17,3376.68,3465.15,9117966,911796.6,3122564120.6318,1
1721404800000,3465.14,3542.25,3464.59,3495.3,6402218.1,640221.81,2242428515.8345,1
1721448000000,3495.29,3509.19,3480,3503.46,2951368.7,295136.87,1030900284.6602,1
1721491200000,3503.46,3540.89,3490.3,3510.7,3580807.3,358080.73,1259257402.162,1
1721534400000,3510.7,3518,3477.2,3499.8,3299438.2,329943.82,1153896134.9824,1
1721577600000,3499.81,3564,3410.23,3517.97,9496047.2,949604.72,3321306336.4281,1
1721620800000,3517.96,3525.57,3435.52,3456.92,6436812.9,643681.29,2240245104.5592,1
1721664000000,3456.92,3500.76,3422.02,3475.66,5291016.4,529101.64,1834066774.2738,1
1721707200000,3475.66,3542,3425,3454.46,15921395.6,1592139.56,5542003777.3752,1
1721750400000,3454.22,3503.29,3389.47,3448.24,9950917.8,995091.78,3435046829.8279,1
1721793600000,3448.24,3472.91,3408.44,3415.87,5828357.7,582835.77,2009077799.9856,1
1721836800000,3415.87,3433.49,3152.43,3168.1,14791408.2,1479140.82,4853247831.4672,1
1721880000000,3168.1,3194.52,3102.72,3141.93,11769294.1,1176929.41,3717367671.2396,1
1721923200000,3141.93,3260.81,3087,3237.14,11692194.4,1169219.44,3710199061.882,1
1721966400000,3237.23,3276.67,3220.81,3255.31,8978197.3,897819.73,2919043602.7627,1
1722009600000,3255.31,3286.86,3242.29,3245.2,4033316.9,403331.69,1315138429.2193,1
1722052800000,3244.92,3328.1,3244.09,3281.82,5619018.5,561901.85,1848426929.9661,1
1722096000000,3281.82,3295.46,3190.02,3238.4,7889780,788978,2566402633.9555,1
1722139200000,3238.4,3280.73,3198,3269.06,4210273.7,421027.37,1365520755.676,1
1722182400000,3269.06,3357.9,3250,3349.47,4935350.4,493535.04,1629480826.8216,1
1722225600000,3349.47,3398,3289.98,3308,9542629.3,954262.93,3199177703.9849,1
1722268800000,3308.01,3353.54,3256.44,3320.57,8862497.7,886249.77,2929783513.4186,1
1722312000000,3320.57,3366.67,3292.1,3321.54,6459504.4,645950.44,2151519891.1357,1
1722355200000,3321.54,3328.38,3233.37,3294.12,5513477.8,551347.78,1809042278.4634,1
1722398400000,3294.11,3351,3263,3303,7112846.1,711284.61,2358104684.477,1
1722441600000,3303,3327.66,3171.74,3178.9,10194683,1019468.3,3310226261.7951,1
1722484800000,3178.9,3207.6,3102,3116.68,9504704.2,950470.42,3003843187.2683,1
1722528000000,3116.68,3219.27,3080.01,3168.24,9878079.9,987807.99,3107873641.4274,1
1722571200000,3168.24,3183.51,2984.4,3038.65,13411506,1341150.6,4155371362.5633,1
1722614400000,3038.66,3048.79,2913.4,2982.1,11091638.7,1109163.87,3314923953.9048,1
1722657600000,2982.11,3018.74,2938.22,2942.59,5803541.5,580354.15,1733379677.4337,1
1722700800000,2942.58,2955.89,2856.65,2916.26,10983162.8,1098316.28,3197363411.2916,1
1722744000000,2916.26,2926.44,2820,2827.78,8048147.2,804814.72,2319306000.5698,1
1722787200000,2827.81,2839,2079.79,2312.88,52165134,5216513.4,12932580515.3459,1
1722830400000,2312.85,2462.21,2151.71,2450.29,48261356.8,4826135.68,11100142428.3508,1
1722873600000,2450.15,2548,2363.05,2492.12,17592193.2,1759219.32,4332520741.9357,1
1722916800000,2492.12,2556.6,2411.31,2527.19,18358548.5,1835854.85,4564804792.0056,1
1722960000000,2527.19,2549.4,2425.07,2506.9,13336293.5,1333629.35,3321962577.3025,1
1723003200000,2506.89,2553.26,2364.09,2412.31,17987121,1798712.1,4433441672.9095,1
1723046400000,2412.31,2466,2306.73,2430.02,15560799.2,1556079.92,3702493595.107,1
1723089600000,2430,2528.58,2406.18,2506.79,14774923.9,1477492.39,3632672442.426,1
1723132800000,2506.99,2725.99,2503.73,2694.54,14289475.1,1428947.51,3749701034.4535,1
1723176000000,2694.55,2709.05,2555,2558.27,15097466.7,1509746.67,3972262804.1381,1
1723219200000,2558.28,2646,2552.22,2602.25,6791318.1,679131.81,1761080165.1193,1
1723262400000,2602.25,2643.88,2588.3,2599.73,4666693.4,466669.34,1223096647.8896,1
1723305600000,2599.78,2675.12,2589.67,2646.66,4593368.8,459336.88,1205197161.8169,1
1723348800000,2646.66,2720,2594,2614,10615326.5,1061532.65,2819934041.5922,1
1723392000000,2614,2646.67,2505,2541.38,10358650.2,1035865.02,2665003195.1344,1
1723435200000,2541.38,2724,2516.11,2689.49,18502483.9,1850248.39,4875356170.5755,1
1723478400000,2689.49,2751.96,2626.16,2655.99,10362584,1036258.4,2786228685.9246,1
1723521600000,2655.98,2677.23,2607,2652,8861421.5,886142.15,2345330016.1707,1
1723564800000,2652,2734.76,2649.95,2709.47,8110735.9,811073.59,2192946967.0171,1
1723608000000,2709.46,2785.13,2632,2673.66,15820168.3,1582016.83,4284798150.9128,1
1723651200000,2673.9,2681.95,2633.43,2652.63,6060611.4,606061.14,1610974698.2818,1
1723694400000,2652.64,2676.05,2588.03,2668.61,10114155,1011415.5,2668553257.5141,1
1723737600000,2668.51,2675.28,2515.13,2580.4,12523185,1252318.5,3222607157.8422,1
1723780800000,2580.39,2629.16,2550,2568.89,11550947.1,1155094.71,2998413590.8758,1
1723824000000,2568.88,2631.58,2563.93,2596.08,6758139.7,675813.97,1759392138.4911,1
1723867200000,2596.07,2618.73,2590.8,2606.84,3042203.4,304220.34,792073950.6364,1
1723910400000,2606.83,2639.47,2598.61,2606.89,3957005.2,395700.52,1035461073.4613,1
1723953600000,2606.9,2688.71,2594.28,2672.39,7509429.6,750942.96,1985433969.0384,1
1723996800000,2672.4,2678.8,2603.65,2644.55,6366623.9,636662.39,1679675167.3221,1
1724040000000,2644.55,2648.6,2562.65,2584.28,9530374.9,953037.49,2472081712.9801,1
1724083200000,2584.28,2678,2573.47,2662.74,8019329.5,801932.95,2106325637.1783,1
1724126400000,2662.73,2695.72,2554.1,2574.71,12658586.5,1265858.65,3329801686.6052,1
1724169600000,2574.91,2609.77,2556.03,2591.1,5685391.1,568539.11,1469070930.2709,1
1724212800000,2591.1,2617.8,2534.5,2601.72,11383295.2,1138329.52,2944471969.5458,1
1724256000000,2601.78,2665.73,2582.88,2616.5,9490112.5,949011.25,2491508672.0015,1
1724299200000,2616.51,2644.5,2590.55,2599.5,7284941.5,728494.15,1909572744.0106,1
1724342400000,2599.5,2653.33,2597,2635.28,4934497.1,493449.71,1293973893.3932,1
1724385600000,2635.29,2699.99,2632.75,2670.69,13423829.1,1342382.91,3579709722.4614,1
1724428800000,2670.48,2802.01,2662.12,2747.3,11371391.4,1137139.14,3113138696.218,1
1724472000000,2747.3,2785,2739.01,2761.24,4636615.3,463661.53,1280683948.7057,1
1724515200000,2761.4,2820.6,2730.06,2764.95,9053120,905312,2517640180.5347,1
1724558400000,2765,2774.84,2733.1,2763.87,4776863.6,477686.36,1315903741.2816,1
1724601600000,2763.87,2793.66,2718.12,2744.41,5096415,509641.5,1404965155.8392,1
1724644800000,2744.4,2752.8,2703.15,2721.73,7657049,765704.9,2089581708.9841,1
1724688000000,2721.73,2733.02,2666.66,2685.53,7155337.9,715533.79,1924820079.8958,1
1724731200000,2685.53,2699.99,2552.01,2578.93,13734958.7,1373495.87,3607827253.2352,1
1724774400000,2578.91,2592,2391,2478.01,16025514.1,1602551.41,3981854823.8315,1
1724817600000,2478.12,2552.2,2427.94,2496.2,14494232.6,1449423.26,3617109047.7882,1
1724860800000,2496.21,2554.99,2456,2523.64,9981075.7,998107.57,2510024741.9586,1
1724904000000,2523.72,2596,2518.66,2576.06,8395050.8,839505.08,2149629813.1672,1
1724947200000,2576.05,2585.79,2505.06,2517.19,7841394,784139.4,1989218081.3843,1
1724990400000,2517.19,2556.1,2434.68,2448.79,11172563.4,1117256.34,2788363023.2577,1
1725033600000,2448.79,2542.98,2431.29,2523.83,7770621,777062.1,1942463217.9421,1
1725076800000,2523.83,2530.19,2511.28,2519.5,2692182.3,269218.23,678956470.8174,1
1725120000000,2519.5,2530,2476.19,2489,4745040.5,474504.05,1186768779.462,1
1725163200000,2488.99,2493.33,2436.77,2480.91,8184643.3,818464.33,2020613206.1912,1
1725206400000,2480.9,2517.38,2398.3,2450.04,10034150.3,1003415.03,2461003473.5281,1
1725249600000,2450.04,2539.55,2433.37,2513.62,11769135.1,1176913.51,2933588157.4124,1
1725292800000,2513.62,2565.72,2505.59,2516.34,5760307.1,576030.71,1460760714.7159,1
1725336000000,2516.34,2526,2435.26,2444.27,9431000.7,943100.07,2342724270.2242,1
1725379200000,2444.23,2469.96,2302.89,2372.89,14470646.8,1447064.68,3466335738.3525,1
1725422400000,2372.88,2459.12,2363.04,2455.41,11982410,1198241,2884369839.4971,1
1725465600000,2455.4,2491.41,2403.6,2405.86,8134306.2,813430.62,1993765501.2394,1
1725508800000,2405.86,2419.33,2355.24,2371.02,12975326.2,1297532.62,3103414319.5459,1
1725552000000,2371.01,2408.89,2347.36,2392.82,7066097.4,706609.74,1681099988.3078,1
1725595200000,2392.82,2409.96,2263.22,2290.14,20122288.6,2012228.86,4725697838.8165,1
1725638400000,2290.13,2293.6,2149.34,2238,18615263.5,1861526.35,4144475235.0063,1
1725681600000,2238.01,2311.7,2237.3,2300.57,7986087.7,798608.77,1822326724.02,1
1725724800000,2300.58,2304.94,2255,2286,5299305.7,529930.57,1207624473.7867,1
1725768000000,2285.99,2311.55,2239.22,2245.43,8222918.9,822291.89,1877534141.1948,1
1725811200000,2245.43,2334.11,2242.68,2304.46,8854090,885409,2029480130.3705,1
1725854400000,2304.47,2339.64,2272.23,2292.55,11496700.5,1149670.05,2650755475.6113,1
1725897600000,2292.56,2383.33,2290.86,2341.19,11034264.3,1103426.43,2584260515.6456,1
1725940800000,2341.19,2372.95,2320.02,2324.82,9445023.1,944502.31,2215686235.1829,1
1725984000000,2324.81,2401,2324.07,2348.21,9736483.3,973648.33,2304559908.9796,1
1726027200000,2348.2,2355.85,2277,2326.38,15118640.5,1511864.05,3506317456.0667,1
1726070400000,2326.37,2392.81,2324.91,2367.92,9021862.8,902186.28,2123451075.5205,1
1726113600000,2367.93,2379.82,2314.5,2322.93,9381509.1,938150.91,2202097941.3508,1
1726156800000,2322.93,2374.19,2322.09,2356.51,5515930.5,551593.05,1297093620.5321,1
1726200000000,2356.5,2412.79,2337.37,2407.99,10377286.6,1037728.66,2456245666.0463,1
1726243200000,2407.98,2467.98,2395.67,2433.1,8390454.8,839045.48,2036666322.1471,1
1726286400000,2433.11,2434,2408.69,2419.02,3817678.8,381767.88,923438316.7033,1
1726329600000,2419.01,2432.41,2375,2420.8,4359709.1,435970.91,1050172465.5645,1
1726372800000,2420.8,2424.61,2395.25,2408.49,3780447.7,378044.77,911564868.542,1
1726416000000,2408.49,2408.99,2252,2278.5,14223720.4,1422372.04,3308121163.0052,1
1726459200000,2278.5,2336,2267,2287.78,10393779.8,1039377.98,2388027111.9879,1
