timestamp,open,high,low,close,volume,volume_ccy,volume_ccy_quote,confirm
1720123200000,58279.7,58650,58130.8,58491.8,286764,2867.64,167288188.8782,1
1720130400000,58491.8,58821.8,56825,57065.2,1874827.2,18748.272,1080762108.9102,1
1720137600000,57065.2,57559.5,56670,57177.5,2327485.7,23274.857,1328904568.5422,1
1720144800000,57177.5,57250,54958.8,55240.6,4891198.8,48911.988,2736615866.7582,1
1720152000000,55240.6,55370.3,53222.3,54798.9,3973974.9,39739.749,2159071586.8371,1
1720159200000,54798.9,54800,53869.3,54401.1,1799133.5,17991.335,975941050.3357,1
1720166400000,54401.2,54737,53888,54523.1,1658241,16582.41,899881223.5118,1
1720173600000,54523,55662.4,54400,55490,2345173.4,23451.734,1293186536.7863,1
1720180800000,55489.9,56070,54841.5,55838.9,3053967.8,30539.678,1693802838.3802,1
1720188000000,55841.9,56698.9,55341.5,56678.3,2299588,22995.88,1289814141.2597,1
1720195200000,56678.3,57065.4,56158,56470.2,1764123.6,17641.236,998538402.0263,1
1720202400000,56470.2,56760,55820,56469.8,1287770.3,12877.703,725965141.6727,1
1720209600000,56469.9,56810.9,56318.5,56520.7,318704,3187.04,180004290.7607,1
1720216800000,56519,56868.1,56402,56620,371709.8,3717.098,210648586.6525,1
1720224000000,56620,57022.9,56209.8,56222.2,959213.9,9592.139,542562321.4294,1
1720231200000,56222.2,56526.8,56177.1,56411.3,448326.1,4483.261,252569004.3799,1
1720238400000,56411.2,56491.6,56027.7,56359.5,691766.8,6917.668,389167287.7602,1
1720245600000,56359.6,56678,56347.1,56595.5,457960.4,4579.604,258980508.3499,1
1720252800000,56595.4,56775.8,56438.8,56768.4,313971.4,3139.714,177694222.3091,1
1720260000000,56768.5,56894.8,56650.8,56736.8,419127.3,4191.273,237919215.512,1
1720267200000,56736.8,57400,56505,56994.9,868740,8687.4,494665953.0718,1
1720274400000,56994.9,57466.4,56713.2,57310.2,1018171.6,10181.716,581352858.3085,1
1720281600000,57310.2,58138.1,57182.2,57966.4,1312306.9,13123.069,758085127.6473,1
1720288800000,57966.4,58028.8,57732.2,57862.2,344344,3443.44,199180681.6716,1
1720296000000,57862.3,58287.9,57831.1,57877.2,453145.9,4531.459,263020502.6689,1
1720303200000,57877.2,58499.8,57877.2,58233.1,597991.1,5979.911,348435356.6842,1
1720310400000,58233.1,58325,57838,58115,530456.1,5304.561,307831915.0202,1
1720317600000,58115,58456,57865.9,57963.5,936902.7,9369.027,544517276.9714,1
1720324800000,57963.5,58008,57423,57657,926112.3,9261.123,534654819.7057,1
1720332000000,57657.1,57802.9,57066,57375.6,739744,7397.44,424573371.9219,1
1720339200000,57375.9,57747.6,57372.5,57737.4,530659.9,5306.599,305591188.2905,1
1720346400000,57737.4,57930.6,57347.4,57459.4,651392.4,6513.924,375329891.556,1
1720353600000,57459.3,57657.7,56771.6,56879,929408.4,9294.084,530492406.1144,1
1720360800000,56879,57063,56568,56832,838823.9,8388.239,476454430.338,1
1720368000000,56832.1,57312,56752.5,57239.8,594179.4,5941.794,338910048.072,1
1720375200000,57239.7,57398.7,57022,57154.5,275064.9,2750.649,157373271.4095,1
1720382400000,57154.5,57326,56196.2,56590.5,761876.1,7618.761,431406153.1582,1
1720389600000,56587.7,56797.5,55727.6,55870.1,1042175.9,10421.759,586041493.6869,1
1720396800000,55870,56030,54280,54963.8,2773890.7,27738.907,1526515237.9913,1
1720404000000,54963.7,55484,54600,55160,1643094.8,16430.948,906512747.4482,1
1720411200000,55160,55700,54959.2,55479,902871.9,9028.719,500522027.2496,1
1720418400000,55479.1,55896,55205.9,55849.5,828558,8285.58,461241878.503,1
1720425600000,55849.4,58226.4,55726.8,57520.1,3502338.5,35023.385,2001244466.8379,1
1720432800000,57520,57719.7,56693.3,57158.8,1496505.1,14965.051,855411606.3164,1
1720440000000,57158.7,57629.8,56801.7,57234.6,1204270.1,12042.701,688629742.0812,1
1720447200000,57234.7,57318.7,54901.6,55760.2,4265613.7,42656.137,2389876641.3131,1
1720454400000,55760.2,56379.4,55417.7,56287.2,1224520.2,12245.202,684414386.6705,1
1720461600000,56287.1,56566,56148.7,56480.7,596888,5968.88,336384800.5153,1
1720468800000,56482.9,56853.3,56201,56650,606542.3,6065.423,342518384.3995,1
1720476000000,56650.1,56974.1,56551.8,56719.1,457971.7,4579.717,259877788.8761,1
1720483200000,56719.1,57299.4,56285.9,56562.8,1220892,12208.92,692840654.9148,1
1720490400000,56562.9,57374.8,56333.1,57171,1002545.6,10025.456,571045910.4463,1
1720497600000,57171,57443.1,57101.6,57291.4,721793.6,7217.936,413349269.8182,1
1720504800000,57291.4,57776.9,56993.9,57116.4,1080173.5,10801.735,619645739.9497,1
1720512000000,57116.3,57922,57019.9,57582.3,1312889,13128.89,755881194.1585,1
1720519200000,57582,57668.6,57223.4,57430.9,504334.1,5043.341,289653656.2724,1
1720526400000,57430,57569.1,56942.3,57338.4,780446.1,7804.461,446929880.7849,1
1720533600000,57338.5,58143,56888.9,57470.5,2236098.5,22360.985,1285034389.1291,1
1720540800000,57470.5,57866,57358.2,57525.5,755757.7,7557.577,435204822.6076,1
1720548000000,57525.6,58333,57439.3,57859.9,1003199.8,10031.998,581098593.6862,1
1720555200000,57859.8,58109.2,57700,57799.4,297756.3,2977.563,172413755.107,1
1720562400000,57799.5,58276.4,57715,58044.1,362856.6,3628.566,210418977.6692,1
1720569600000,58044.2,58044.2,57328.1,57789.7,747891,7478.91,431325942.7847,1
1720576800000,57789.7,58219.3,57635.8,58181.7,503010.9,5030.109,291499917.0038,1
1720584000000,58178.4,59481.7,58178.3,58974.3,2616751,26167.51,1542588314.4895,1
1720591200000,58974.3,59317.1,58831.8,58978.6,723137.4,7231.374,427248009.9763,1
1720598400000,58978.6,59042.3,58394,58494.9,1113269.2,11132.692,652826316.207,1
1720605600000,58495.8,58736.5,58316,58496.7,625775.4,6257.754,366411953.2045,1
1720612800000,58496.7,58572.4,57511,57762.7,1954910.3,19549.103,1133093364.3477,1
1720620000000,57766.1,58034.8,57484.6,57700,978031.3,9780.313,564879827.936,1
1720627200000,57700.1,58018.6,57431.3,57638.3,749972.1,7499.721,432922245.2128,1
1720634400000,57638.2,57798,57350.4,57400,442374.8,4423.748,254477207.2651,1
1720641600000,57400,57567.9,57156,57433.9,484954.6,4849.546,278185297.3005,1
1720648800000,57433.8,57868.3,57419.9,57720.4,421079.2,4210.792,242963658.416,1
1720656000000,57724.7,58399.2,57366.1,58276,876224.5,8762.245,507362731.1808,1
1720663200000,58276,58370,57001.2,57560.1,1216875.6,12168.756,700789570.243,1
